insight_id	category	trigger	sourceText	sourceUrl	current_adult_title	current_adult_body	current_kid_title	current_kid_body	proposed_adult_title	proposed_adult_body	proposed_kid_title	proposed_kid_body	notes
NH2	molecules and mood	week_2	Lieberman & Long — The Molecule of More	https://www.penguinrandomhouse.com/books/622663/the-molecule-of-more-by-daniel-z-lieberman-md-and-michael-e-long/	Two styles of dopamine, one you	"Lieberman and Long describe a “here-and-now” chemical chorus and a “future-and-possible” dopamine track that loves novelty and goals — both matter.

Balance is the game: enough future-pull to plan, enough present chemistry to enjoy arriving."	Two dopamine flavours	"Writers describe “here-and-now” chemistry and “future-and-maybe” chemistry — both matter.

Balance planning with enjoying the moment."	Two styles of dopamine, one you	"Lieberman and Long describe a “here-and-now” chemical chorus and a “future-and-possible” dopamine track that loves novelty and goals — both matter.

Balance is the game: enough future-pull to plan, enough present chemistry to enjoy arriving."	Two dopamine flavours	"Writers describe “here-and-now” chemistry and “future-and-maybe” chemistry — both matter.

Balance planning with enjoying the moment."	
NH3	molecules and mood	week_participation	Schultz et al.; Lieberman & Long (popular synthesis)	https://doi.org/10.1126/science.275.5306.1593	Why streaks feel magnetic	"Dopamine-related circuits learn from surprises and progress signals — “better than expected” keeps attention. That is why visible streaks and near-complete bars tug harder than abstract goals.

You are not weak; you are using a loud channel wisely."	Why streaks tug	"Brains learn from surprises and progress signals.

Visible streaks use a loud, honest channel — not a weakness."	Why streaks feel magnetic	"Dopamine-related circuits learn from surprises and progress signals — “better than expected” keeps attention. That is why visible streaks and near-complete bars tug harder than abstract goals.

You are not weak; you are using a loud channel wisely."	Why streaks tug	"Brains learn from surprises and progress signals.

Visible streaks use a loud, honest channel — not a weakness."	
NH4	molecules and mood	red_to_amber	Lembke — Dopamine Nation	https://www.annalembke.com/dopamine-nation	Pleasure and pain share a balance beam	"Psychiatrist Anna Lembke argues endless easy hits — scrolls, snacks, buys — can tilt the brain toward needing more just to feel normal. Brief, chosen discomfort (effort, delay) resets the scale.

Habit apps that add friction on purpose echo that clinical lesson gently."	Easy hits and balance	"Endless quick hits — scrolls, snacks — can tilt the brain toward needing more to feel normal.

Chosen effort and breaks can reset the scale."	Pleasure and pain share a balance beam	"Psychiatrist Anna Lembke argues endless easy hits — scrolls, snacks, buys — can tilt the brain toward needing more just to feel normal. Brief, chosen discomfort (effort, delay) resets the scale.

Habit apps that add friction on purpose echo that clinical lesson gently."	Easy hits and balance	"Endless quick hits — scrolls, snacks — can tilt the brain toward needing more to feel normal.

Chosen effort and breaks can reset the scale."	
NH5	molecules and mood	any	Carter — oxytocin & attachment (review)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3183508/	Oxytocin is a trust hormone, not only a cuddle hormone	"Studies tie oxytocin to bonding cues: touch, warm voice, shared meals. It nudges social calm and “we” feelings.

Accountability partners and family habits may ride social chemistry, not only willpower."	Oxytocin and trust	"Oxytocin links to bonding cues: touch, warm voices, shared meals.

Family habits ride social chemistry, not only willpower."	Oxytocin is a trust hormone, not only a cuddle hormone	"Studies tie oxytocin to bonding cues: touch, warm voice, shared meals. It nudges social calm and “we” feelings.

Accountability partners and family habits may ride social chemistry, not only willpower."	Oxytocin and trust	"Oxytocin links to bonding cues: touch, warm voices, shared meals.

Family habits ride social chemistry, not only willpower."	
NH6	molecules and mood	habit_added	Shamay-Tsoory & Abu-Akel — oxytocin context	https://pubmed.ncbi.nlm.nih.gov/24090464/	Oxytocin has more than one mood	"Researchers note context matters: the same hormone that supports closeness can sharpen feelings about “us versus them” in some settings.

Kindness with boundaries stays wise — chemistry is not a morality tale."	Chemistry has moods	"The same hormone can nudge closeness or “us vs them” feelings depending on context.

Kindness plus boundaries stays wise."	Oxytocin has more than one mood	"Researchers note context matters: the same hormone that supports closeness can sharpen feelings about “us versus them” in some settings.

Kindness with boundaries stays wise — chemistry is not a morality tale."	Chemistry has moods	"The same hormone can nudge closeness or “us vs them” feelings depending on context.

Kindness plus boundaries stays wise."	
NH7	molecules and mood	week_4	NIH News in Health — serotonin	https://newsinhealth.nih.gov/2012/08/minding-mood	Serotonin is a stabiliser, not a smile pill	"Most brain serotonin does not come with simple labels. It helps regulate mood, sleep timing, and even gut signalling — a steadying hand, not a happy switch.

Medication stories are separate from daily habits; both deserve nuance."	Serotonin steadies	"Serotonin helps mood, sleep timing, and even gut signals — a stabiliser, not a simple “happy switch.”

Medicine stories are separate from daily habits."	Serotonin is a stabiliser, not a smile pill	"Most brain serotonin does not come with simple labels. It helps regulate mood, sleep timing, and even gut signalling — a steadying hand, not a happy switch.

Medication stories are separate from daily habits; both deserve nuance."	Serotonin steadies	"Serotonin helps mood, sleep timing, and even gut signals — a stabiliser, not a simple “happy switch.”

Medicine stories are separate from daily habits."	
NH8	molecules and mood	week_participation	Harvard Health — exercise, light & mood	https://www.health.harvard.edu/mind-and-mood/serotonin-the-natural-mood-booster	Daylight, movement, and calm chemistry	"Exercise and outdoor light are linked to better mood and sleep in large studies — serotonin-related pathways are part of the story, alongside many other systems.

A walk is low-tech support for a complicated brain."	Sun, move, mood	"Exercise and outdoor light link to better mood and sleep in big studies.

A walk is simple support for a complicated brain."	Daylight, movement, and calm chemistry	"Exercise and outdoor light are linked to better mood and sleep in large studies — serotonin-related pathways are part of the story, alongside many other systems.

A walk is low-tech support for a complicated brain."	Sun, move, mood	"Exercise and outdoor light link to better mood and sleep in big studies.

A walk is simple support for a complicated brain."	
NH9	molecules and mood	any	Endocrine Society — prolactin	https://www.endocrine.org/patient-engagement/endocrine-library/prolactin	Prolactin: the afterglow manager	"After intense pleasure or orgasm, prolactin often rises — part of why excitement eases and the body pivots toward rest. It is normal biology, not failure.

Understanding the cooldown helps you plan recovery, not judge it."	After big excitement	"After very intense fun, the body shifts toward calm chemistry — that is normal biology.

Understanding cooldown helps you plan rest, not worry."	Prolactin: the afterglow manager	"After intense pleasure, prolactin often rises — part of why excitement eases and the body shifts toward rest. It’s ordinary biology, not a failure of willpower.

Knowing about the cooldown helps you plan recovery instead of judging it."	After big excitement	"After very intense fun, the body shifts toward calm chemistry — that is normal biology.

Understanding cooldown helps you plan rest, not worry."	Softened the explicit wording (dropped 'or orgasm') to match the app's calm, broadly-suitable tone.
NH10	molecules and mood	week_4	Torner & Neumann — prolactin review	https://pubmed.ncbi.nlm.nih.gov/17920849/	Prolactin shows up for caregivers too	"Hormone research links prolactin to nurturing behaviours in many mammals — milk production in some contexts and caregiving tone more broadly.

Bodies reward tending others with quiet chemistry."	Caring and chemistry	"Hormone research ties prolactin to nurturing behaviours in many mammals.

Bodies quietly reward caring for others."	Prolactin shows up for caregivers too	"Hormone research links prolactin to nurturing behaviours in many mammals — milk production in some contexts and caregiving tone more broadly.

Bodies reward tending others with quiet chemistry."	Caring and chemistry	"Hormone research ties prolactin to nurturing behaviours in many mammals.

Bodies quietly reward caring for others."	
NH11	molecules and mood	week_8	Sapolsky — Behave	https://www.penguinrandomhouse.com/books/317851/behave-by-robert-m-sapolsky/	No molecule works alone	"Sapolsky’s “Behave” walks one behaviour through genes, hormones, context, and culture — dopamine, serotonin, oxytocin, and more act in concert like instruments, not soloists.

When you change a habit, you are conducting the whole band slowly."	No chemical works alone	"One behaviour involves genes, hormones, context, and culture together — like a band, not one instrument.

Changing a habit slowly conducts the whole band."	No molecule works alone	"Sapolsky’s “Behave” walks one behaviour through genes, hormones, context, and culture — dopamine, serotonin, oxytocin, and more act in concert like instruments, not soloists.

When you change a habit, you are conducting the whole band slowly."	No chemical works alone	"One behaviour involves genes, hormones, context, and culture together — like a band, not one instrument.

Changing a habit slowly conducts the whole band."	
NH12	molecules and mood	habit_added	Lembke; Lieberman & Long	https://www.penguinrandomhouse.com/books/667510/dopamine-nation-by-anna-lembke-md/	Books beat doom-scrolling for the same circuits	"Writers like Lembke and Lieberman describe how cheap digital hits train dopamine shortcuts. Swapping some scroll time for long-form explanations rebuilds patience — the same patience habits need.

This app’s slower rewards are a cousin of that swap."	Books vs endless scrolls	"Cheap digital hits train shortcuts; longer reading rebuilds patience.

This app’s slower rewards echo that gentler pace."	Books beat doom-scrolling for the same circuits	"Writers like Lembke and Lieberman describe how cheap digital hits train dopamine shortcuts. Swapping some scroll time for long-form explanations rebuilds patience — the same patience habits need.

This app’s slower rewards are a cousin of that swap."	Books vs endless scrolls	"Cheap digital hits train shortcuts; longer reading rebuilds patience.

This app’s slower rewards echo that gentler pace."	
MX1	consistency	mastery_tier_1	Lally et al. — habit formation (overview)	https://pubmed.ncbi.nlm.nih.gov/19827987/	Mastery I — rhythm holds	"Research on habit formation shows “automaticity” emerges over weeks to months, with wide individual differences — not a single fixed number for everyone.

Earning this tier means your logged behaviour met the bar over roughly a month of calendar days for this habit — celebrate showing up."			Mastery I — rhythm holds	"Research on habit formation shows “automaticity” emerges over weeks to months, with wide individual differences — not a single fixed number for everyone.

Earning this tier means your logged behaviour met the bar over roughly a month of calendar days for this habit — celebrate showing up."			
MX2	consistency	mastery_tier_2	Wood & Neal — habits (overview)	https://pubmed.ncbi.nlm.nih.gov/17685980/	Mastery II — deeper pattern	"As windows lengthen, off-days age out of the lookback while you keep accumulating proof you can return.

This tier is about sustaining the pattern on the Log across roughly two months of calendar days."			Mastery II — deeper pattern	"As windows lengthen, off-days age out of the lookback while you keep accumulating proof you can return.

This tier is about sustaining the pattern on the Log across roughly two months of calendar days."			
MX3	consistency	mastery_tier_3	Consistency — mastery framing		Mastery III — you own this here	"Meeting a high bar over the longest mastery window (calendar days) in this app is rare air — you have built real consistency with this habit here.

Consider banking it for now and revisiting in 6–12 months if you want to reinforce it again."			Mastery III — you own this here	"Meeting a high bar over the longest mastery window (calendar days) in this app is rare air — you have built real consistency with this habit here.

Consider banking it for now and revisiting in 6–12 months if you want to reinforce it again."			
MX4	consistency	mastery_tier_4	Consistency — legendary framing		Legendary Maintenance — back on purpose	A long pause after mastery is normal life. Choosing to return and meet the maintenance bar shows the habit is still yours — a deliberate reunion, not a rescue mission.			Legendary Maintenance — back on purpose	A long pause after mastery is normal life. Choosing to return and meet the maintenance bar shows the habit is still yours — a deliberate reunion, not a rescue mission.			
MX5	consistency	mastery_tier_5	Consistency — timeless framing		Timeless —still showing up	Years later, the signal is not perfection. It is that you came back and let the weeks add up again — quiet proof that the identity stuck.			Timeless —still showing up	Years later, the signal is not perfection. It is that you came back and let the weeks add up again — quiet proof that the identity stuck.			
MX6	consistency	mastery_tier_6	Consistency — eternal framing		Eternal — depth over drama	Half a decade is enough seasons to fail, wander, and restart. Earning this means the pattern survived real life — not a streak fantasy.			Eternal — depth over drama	Half a decade is enough seasons to fail, wander, and restart. Earning this means the pattern survived real life — not a streak fantasy.			
MX7	consistency	mastery_tier_7	Consistency — immortal framing		Immortal — a lifetime stitch	A decade marker is as much about values as behaviour: some practices deserve to stay loosely tethered across everything else that changes.			Immortal — a lifetime stitch	A decade marker is as much about values as behaviour: some practices deserve to stay loosely tethered across everything else that changes.			
BK_SM1	books	habit_added	Jean Piaget — developmental psychology; Gabor Maté, Scattered Minds	https://openlibrary.org/books/OL7695028M/Scattered_Minds	Only now and not-yet	"For a small child, time has two settings: this moment, and everything else — which feels like infinity. That’s not immaturity. It’s how the brain is wired before it learns to feel the distance between today and next week.

Habits are how you train that distance to feel real."			Only now and not-yet	"For a small child, time has two settings: this moment, and everything else — which feels like infinity. That’s not immaturity. It’s how the brain is wired before it learns to feel the distance between today and next week.

Habits are how you train that distance to feel real."			
BK_SM2	books	week_2	Jean Piaget; Gabor Maté, Scattered Minds	https://openlibrary.org/books/OL7695028M/Scattered_Minds	Wishing doesn’t make it so	"The young brain defaults to magical thinking — want something hard enough and it arrives. Most adults still carry a version of this around goals.

The system you’re building here is the direct answer to that: small repeated actions, not intention."			Wishing doesn’t make it so	"The young brain defaults to magical thinking — want something hard enough and it arrives. Most adults still carry a version of this around goals.

The system you’re building here is the direct answer to that: small repeated actions, not intention."			
BK_SM3	books	habit_added	Jean Piaget — cognitive development; Gabor Maté, Scattered Minds	https://openlibrary.org/books/OL7695028M/Scattered_Minds	Time is learned, not given	"No one is born understanding that today’s choices shape next week. That link — cause, then effect, across time — is something the brain constructs gradually. In some people that construction takes longer.

That’s not a deficit. It’s just the starting point."			Time is learned, not given	"No one is born understanding that today’s choices shape next week. That link — cause, then effect, across time — is something the brain constructs gradually. In some people that construction takes longer.

That’s not a deficit. It’s just the starting point."			
BK_SM4	books	week_4	Jean Piaget — preoperational stage; Gabor Maté, Scattered Minds	https://openlibrary.org/books/OL7695028M/Scattered_Minds	Seven is when time clicks	"Piaget found that children don’t have a full grasp of time until around age seven. Before that, duration and consequence are genuinely hard to feel — not a behaviour choice.

For some brains, external structure does what that internal clock hasn’t fully built yet."			Seven is when time clicks	"Piaget found that children don’t have a full grasp of time until around age seven. Before that, duration and consequence are genuinely hard to feel — not a behaviour choice.

For some brains, external structure does what that internal clock hasn’t fully built yet."			
BK_SM5	books	week_4	Jean Piaget — preoperational stage; Gabor Maté, Scattered Minds	https://openlibrary.org/books/OL7695028M/Scattered_Minds	You can’t bend time by wanting to	"Piaget observed that young children believe they can stop, speed up, or slow time down. That instinct doesn’t always fully leave. If deadlines feel like suggestions and schedules seem to shift around you — that’s the same wiring, older.

Structure isn’t a workaround. It’s the actual solution."			You can’t bend time by wanting to	"Piaget observed that young children believe they can stop, speed up, or slow time down. That instinct doesn’t always fully leave. If deadlines feel like suggestions and schedules seem to shift around you — that’s the same wiring, older.

Structure isn’t a workaround. It’s the actual solution."			
